subject_id,n_sessions,sessions
sub-NDARINV263A3T6P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV26AW8K7K,1,ses-baselineYear1Arm1
sub-NDARINV26DWKT11,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV26E5WLZL,1,ses-4YearFollowUpYArm1
sub-NDARINV26K18JMC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV26MRFWHN,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV273EJWMX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV279N3WC9,1,ses-2YearFollowUpYArm1
sub-NDARINV27CF9R4C,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV27NU4CMC,1,ses-2YearFollowUpYArm1
sub-NDARINV27P8BVEW,1,ses-2YearFollowUpYArm1
sub-NDARINV27VVK0E6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV28CB48M3,1,ses-2YearFollowUpYArm1
sub-NDARINV28NRLWRX,1,ses-baselineYear1Arm1
sub-NDARINV28VRHGXD,1,ses-baselineYear1Arm1
sub-NDARINV29299DLJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV29CHYRH1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV29P0F670,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV29RMU5LN,1,ses-baselineYear1Arm1
sub-NDARINV2A5C0KWW,1,ses-baselineYear1Arm1
sub-NDARINV2ACJBYFC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2AD1P5NV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2AKULJ38,1,ses-baselineYear1Arm1
sub-NDARINV2AL204UB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2B2ZBYTJ,1,ses-baselineYear1Arm1
sub-NDARINV2B7P1TMR,1,ses-2YearFollowUpYArm1
sub-NDARINV2B7X981Z,1,ses-baselineYear1Arm1
sub-NDARINV2B9KMD5C,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2BYAAYTG,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2CTVWFH6,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV2CVG2YBY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2CVWTNF7,1,ses-baselineYear1Arm1
sub-NDARINV2CW9FCHV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2D07F24X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2DHY1CHU,1,ses-baselineYear1Arm1
sub-NDARINV2DPX8P1Y,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV2DYU5KZK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2E5NFGXW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2E77XGT6,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2E8R4820,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2EENVRH9,1,ses-baselineYear1Arm1
sub-NDARINV2EJZCHYV,1,ses-baselineYear1Arm1
sub-NDARINV2ELMBVNA,1,ses-2YearFollowUpYArm1
sub-NDARINV2EW24V3A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2F870CXM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2FL9EYH8,1,ses-baselineYear1Arm1
sub-NDARINV2FRF2URF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2FTTVR8J,1,ses-baselineYear1Arm1
sub-NDARINV2FV7FT02,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2FV9YY14,1,ses-2YearFollowUpYArm1
sub-NDARINV2FXB1E4J,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2GD9NCMC,1,ses-baselineYear1Arm1
sub-NDARINV2GDYKWG2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2GN2TPG7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2GPZ2973,1,ses-baselineYear1Arm1
sub-NDARINV2GR8F963,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2GRXYP02,1,ses-baselineYear1Arm1
sub-NDARINV2H0H09CW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2H5KK1DY,1,ses-2YearFollowUpYArm1
sub-NDARINV2HCFH1VL,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV2HXAJVXU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2HYZJ61G,1,ses-2YearFollowUpYArm1
sub-NDARINV2J8WHJ3R,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2JC795CJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2JPG2BTW,1,ses-2YearFollowUpYArm1
sub-NDARINV2K0TR221,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2L3VG13G,1,ses-baselineYear1Arm1
sub-NDARINV2LD0E2FB,1,ses-baselineYear1Arm1
sub-NDARINV2LFJV5KT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2LTBNJKC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2LXFHK41,1,ses-2YearFollowUpYArm1
sub-NDARINV2MH3HPHP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2MKXWKGF,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2MMJJTBJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2N0CBXE8,1,ses-2YearFollowUpYArm1
sub-NDARINV2NT59PWC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2P3B9TGH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2P48F0JJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2P5R504F,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2PFVV0YJ,1,ses-baselineYear1Arm1
sub-NDARINV2PHYK8FE,1,ses-baselineYear1Arm1
sub-NDARINV2R0HFJ5Y,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2R3KAR4E,1,ses-baselineYear1Arm1
sub-NDARINV2R403NWA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2RB7270C,1,ses-2YearFollowUpYArm1
sub-NDARINV2RCE88HL,1,ses-baselineYear1Arm1
sub-NDARINV2RJ8ZRGL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2T1G705T,1,ses-2YearFollowUpYArm1
sub-NDARINV2T6WFDFJ,1,ses-baselineYear1Arm1
sub-NDARINV2T7FRKV1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2TBMGWU5,1,ses-baselineYear1Arm1
sub-NDARINV2TMKUVW7,1,ses-2YearFollowUpYArm1
sub-NDARINV2TRERCDA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2TTD2LB2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2U3P6G9H,1,ses-baselineYear1Arm1
sub-NDARINV2U88LX3T,1,ses-baselineYear1Arm1
sub-NDARINV2UR3G0TV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2V1TRPDR,1,ses-baselineYear1Arm1
sub-NDARINV2V43CKWH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2VALHM81,1,ses-baselineYear1Arm1
sub-NDARINV2VD87TK5,1,ses-baselineYear1Arm1
sub-NDARINV2VGE4HK8,1,ses-2YearFollowUpYArm1
sub-NDARINV2VGT219A,1,ses-baselineYear1Arm1
sub-NDARINV2W07991D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2W4HNGV7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2W7FBDN4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2X02MDU2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2X0UMZF5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2X9JB86Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2XAHZZ2A,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2XDH23JX,1,ses-baselineYear1Arm1
sub-NDARINV2XU3RAMJ,1,ses-2YearFollowUpYArm1
sub-NDARINV2XWVWFF3,1,ses-baselineYear1Arm1
sub-NDARINV2Y5DW30Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2YG2VRCX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2YH5GYE4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2YJD21VH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2YUK5D0D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2YV96ETT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2Z032PK4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2Z2HJFG1,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2ZA2LC3N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2ZAMNE5F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2ZC2JPP4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2ZCZ5TAL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV2ZJXDTEL,1,ses-2YearFollowUpYArm1
sub-NDARINV2ZLBBMTU,1,ses-2YearFollowUpYArm1
sub-NDARINV301HK4HV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3041N6ZR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV305693H5,1,ses-baselineYear1Arm1
sub-NDARINV3093VDLX,1,ses-baselineYear1Arm1
sub-NDARINV309YZLPJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV31ACJHK5,1,ses-2YearFollowUpYArm1
sub-NDARINV31CVPC8B,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV31JMTLE9,1,ses-2YearFollowUpYArm1
sub-NDARINV31RCR67U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3220ZV0N,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV32KLKRZC,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV32ZTA2YU,1,ses-baselineYear1Arm1
sub-NDARINV33V4RC97,1,ses-baselineYear1Arm1
sub-NDARINV34RL3DRG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV352NLM92,1,ses-baselineYear1Arm1
sub-NDARINV355PUM5E,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV35KNHNNM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV35LVTJCY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV35V4K19A,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV35ZTAGD8,1,ses-2YearFollowUpYArm1
sub-NDARINV3617ZB48,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV361NRHEX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV367WJ8ZA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV36HCR0T5,1,ses-baselineYear1Arm1
sub-NDARINV36JGB4H6,1,ses-baselineYear1Arm1
sub-NDARINV36KR4T19,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV36UHVKLZ,1,ses-baselineYear1Arm1
sub-NDARINV36ZHEYW9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV370C5J23,1,ses-2YearFollowUpYArm1
sub-NDARINV37AGV6H4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV37FHEA6B,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV37XJVFZN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV37ZMYZNR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV38DJNT05,1,ses-baselineYear1Arm1
sub-NDARINV38FX2APW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV38MDKPJC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV38TUEK9N,1,ses-baselineYear1Arm1
sub-NDARINV38UUC1PC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV38ZMD8F1,1,ses-baselineYear1Arm1
sub-NDARINV396JNWVX,1,ses-baselineYear1Arm1
sub-NDARINV39L5JHFA,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV39R1KUT6,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV39Z1U19N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV39Z29MG3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3ACT8TYV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3ATWJ2YH,1,ses-2YearFollowUpYArm1
sub-NDARINV3B1CZ5GM,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3B72FFKB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3BL9Z315,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3BMMWW3X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3BXUUPAE,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3CF4D0FF,1,ses-baselineYear1Arm1
sub-NDARINV3CLUDH6D,1,ses-baselineYear1Arm1
sub-NDARINV3CUDM6MC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3CW8YR0W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3D7TEJUE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3D91RVW4,1,ses-baselineYear1Arm1
sub-NDARINV3DA26WMB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3DMNEA3Z,1,ses-2YearFollowUpYArm1
sub-NDARINV3DRFHXRC,1,ses-baselineYear1Arm1
sub-NDARINV3E0WVH3G,1,ses-baselineYear1Arm1
sub-NDARINV3ERJWDKZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3EX0WR8L,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3F5L113U,1,ses-baselineYear1Arm1
sub-NDARINV3FP11AFU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3FTG4M1H,1,ses-baselineYear1Arm1
sub-NDARINV3G92P847,1,ses-baselineYear1Arm1
sub-NDARINV3GX8KHBN,1,ses-baselineYear1Arm1
sub-NDARINV3GZNM6F8,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3H81JJ1U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3HC4V43B,1,ses-baselineYear1Arm1
sub-NDARINV3HEHP1P4,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV3HJUHZX1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3HNHB8W5,1,ses-baselineYear1Arm1
sub-NDARINV3HX1TNWP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3J93N0EH,1,ses-baselineYear1Arm1
sub-NDARINV3JYXAP1H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3K0428FZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3KBYKMJ2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3KTW4M91,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3LL3C7PW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3M6TK7TT,1,ses-baselineYear1Arm1
sub-NDARINV3MDCH394,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3MJ73KP6,1,ses-baselineYear1Arm1
sub-NDARINV3MLPX0CG,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINV3MR1M0V3,1,ses-baselineYear1Arm1
sub-NDARINV3MTP07E9,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3MXVVRKB,1,ses-baselineYear1Arm1
sub-NDARINV3N6L8Z9U,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3NABWF15,1,ses-baselineYear1Arm1
sub-NDARINV3NGLDPCG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3NMH509V,1,ses-baselineYear1Arm1
sub-NDARINV3NXGCTWR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3P0G038K,1,ses-baselineYear1Arm1
sub-NDARINV3P72345Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3P7CNL7H,1,ses-4YearFollowUpYArm1
sub-NDARINV3PB2GNLM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3PH1L2C3,1,ses-baselineYear1Arm1
sub-NDARINV3PKNX1E3,1,ses-baselineYear1Arm1
sub-NDARINV3PKXFBNU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3PTPRFM5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3PZ5UBCM,1,ses-baselineYear1Arm1
sub-NDARINV3R1XMUN2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3R6TY43Y,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3RDMV5NE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3T4N9EJD,1,ses-baselineYear1Arm1
sub-NDARINV3TKL2EYB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3U3CWTNF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3UTHYEB3,1,ses-baselineYear1Arm1
sub-NDARINV3UZ9X88P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3V253V18,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3V7GL5Z2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3VNNK2J3,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3VX26MGH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3W3CHB2Y,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3WDYMBWU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3WH5A5LB,1,ses-2YearFollowUpYArm1
sub-NDARINV3X1TYL13,1,ses-baselineYear1Arm1
sub-NDARINV3XCZ5XRY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3XKBVA63,1,ses-baselineYear1Arm1
sub-NDARINV3XL11J4W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3XVWEYUY,1,ses-baselineYear1Arm1
sub-NDARINV3XZKYEVA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3Y3HGYYU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3YCZGP8H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3YKLWXF1,1,ses-baselineYear1Arm1
sub-NDARINV3YYCAC9G,1,ses-baselineYear1Arm1
sub-NDARINV3Z0RW5RE,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3Z6H5XU0,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3Z6H844T,1,ses-2YearFollowUpYArm1
sub-NDARINV3ZC3XKET,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3ZHEYRWE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3ZM8HRKP,1,ses-2YearFollowUpYArm1
sub-NDARINV3ZPCUAK0,1,ses-baselineYear1Arm1
sub-NDARINV3ZT6V44L,1,ses-baselineYear1Arm1
sub-NDARINV3ZUH1ZHD,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV3ZXWNWZK,1,ses-baselineYear1Arm1
sub-NDARINV402278X9,1,ses-2YearFollowUpYArm1
sub-NDARINV40GZ9MTA,1,ses-2YearFollowUpYArm1
sub-NDARINV40J0R30V,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV40LJLRZD,1,ses-2YearFollowUpYArm1
sub-NDARINV40UDB664,1,ses-baselineYear1Arm1
sub-NDARINV40YFT2B2,1,ses-baselineYear1Arm1
sub-NDARINV41964BN4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV41A6MY1V,1,ses-2YearFollowUpYArm1
sub-NDARINV41L5KPJC,1,ses-2YearFollowUpYArm1
sub-NDARINV41TZ179J,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4208ZTJH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV420P2HTM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV422B2397,1,ses-2YearFollowUpYArm1
sub-NDARINV423DABE7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV425E5RC6,1,ses-baselineYear1Arm1
sub-NDARINV42ELB372,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV42J1GB3Y,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV43P39GXX,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV43YWL3H0,1,ses-baselineYear1Arm1
sub-NDARINV4422DGC4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV449WT7FF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV44FW419F,1,ses-baselineYear1Arm1
sub-NDARINV44VXW7YA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV459DR5EV,1,ses-baselineYear1Arm1
sub-NDARINV45F6VJ4T,1,ses-baselineYear1Arm1
sub-NDARINV469WWLEH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV46B8VBDT,1,ses-baselineYear1Arm1
sub-NDARINV46KRVLWU,1,ses-baselineYear1Arm1
sub-NDARINV46P89PTE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV474A4X05,1,ses-baselineYear1Arm1
sub-NDARINV47FFMT85,1,ses-baselineYear1Arm1
sub-NDARINV47RJB7Z0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV486UUF4D,1,ses-baselineYear1Arm1
sub-NDARINV48JAWLFK,1,ses-baselineYear1Arm1
sub-NDARINV48LY4MLX,1,ses-baselineYear1Arm1
sub-NDARINV493AHEA8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV49D4EDYG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV49EG90M3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV49PA9KKY,1,ses-baselineYear1Arm1
sub-NDARINV4AGK770Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4BB6Z0VU,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4BKN34GB,1,ses-baselineYear1Arm1
sub-NDARINV4BPHYB7J,1,ses-baselineYear1Arm1
sub-NDARINV4BU3CBM5,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4C12ZREL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4C2YD3TH,1,ses-baselineYear1Arm1
sub-NDARINV4C616XF8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4C6LDFJF,1,ses-baselineYear1Arm1
sub-NDARINV4C8YJ9BG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4CFUY1KU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4CNTJPDV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4D622NWA,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4D6F5KCG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4D917H14,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4DHL5TCP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4DVGGJE9,1,ses-2YearFollowUpYArm1
sub-NDARINV4E0AG51B,1,ses-baselineYear1Arm1
sub-NDARINV4EHL4L0L,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINV4EK87DJK,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
